CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
108,100200768202400108,202400108,2024-04-05,1878,768,1,2,4,12,2,39,2024-04-05T00:00:00,2024-04-05T11:00:00,2024-04-05T00:00:00,13.872385,74.03703,Case registered at Koppal PS 19 regarding public nuisance. Investigation ongoing under IO Ojasvi.
109,100050196202300109,202300109,2023-05-23,1728,196,1,1,1,3,3,9,2023-05-23T00:00:00,2023-05-24T11:00:00,2023-05-23T00:00:00,14.021953,74.025846,Case registered at Bengaluru Urban PS 24 regarding grievous hurt. Investigation ongoing under IO Rudra.
110,100010014202400110,202400110,2024-07-30,2305,14,3,1,3,9,2,2,2024-07-30T00:00:00,2024-07-30T12:00:00,2024-07-30T00:00:00,13.798288,76.601731,Case registered at Bagalkot PS 14 regarding dowry harassment. Investigation ongoing under IO Amara.
111,100050259202300111,202300111,2023-01-03,664,259,3,2,1,1,1,9,2023-01-03T00:00:00,2023-01-03T11:00:00,2023-01-03T00:00:00,12.830341,75.984666,Case registered at Bengaluru Urban PS 87 regarding murder. Investigation ongoing under IO Bahadurjit.
112,100040168202600112,202600112,2026-04-20,1927,168,3,2,5,14,1,7,2026-04-20T00:00:00,2026-04-21T22:00:00,2026-04-20T00:00:00,14.195694,76.377115,Case registered at Bengaluru Rural PS 25 regarding criminal breach of trust. Investigation ongoing under IO Advik.
113,100291053202300113,202300113,2023-10-10,5,1053,1,2,4,11,1,57,2023-10-10T00:00:00,2023-10-11T17:00:00,2023-10-10T00:00:00,15.782285,76.468611,Case registered at Vijayapura PS 15 regarding gambling. Investigation ongoing under IO Avi.
114,100010027202300114,202300114,2023-09-19,1135,27,1,2,2,4,4,1,2023-09-19T00:00:00,2023-09-20T22:00:00,2023-09-19T00:00:00,13.089319,74.603523,Case registered at Bagalkot PS 27 regarding theft. Investigation ongoing under IO Zayyan.
115,100030118202400115,202400115,2024-12-06,1803,118,2,2,5,13,2,6,2024-12-06T00:00:00,2024-12-07T16:00:00,2024-12-06T00:00:00,14.305609,76.688986,Case registered at Belagavi PS 32 regarding cheating. Investigation ongoing under IO Warhi.
116,100210793202500116,202500116,2025-03-13,832,793,1,2,5,13,4,42,2025-03-13T00:00:00,2025-03-14T00:00:00,2025-03-13T00:00:00,14.910566,76.305001,Case registered at Mandya PS 15 regarding cheating. Investigation ongoing under IO Bimala.
117,100160628202600117,202600117,2026-05-23,2325,628,2,2,6,15,2,31,2026-05-23T00:00:00,2026-05-23T11:00:00,2026-05-23T00:00:00,13.655646,76.780785,Case registered at Haveri PS 23 regarding online fraud. Investigation ongoing under IO Advaith.
118,100180704202600118,202600118,2026-02-10,2109,704,1,1,3,10,3,35,2026-02-10T00:00:00,2026-02-11T15:00:00,2026-02-10T00:00:00,15.229846,76.267765,Case registered at Kodagu PS 13 regarding sexual assault. Investigation ongoing under IO Rajata.
119,100150577202500119,202500119,2025-08-01,236,577,4,2,2,6,2,29,2025-08-01T00:00:00,2025-08-01T13:00:00,2025-08-01T00:00:00,13.129407,75.199413,Case registered at Hassan PS 1 regarding burglary. Investigation ongoing under IO Bhavya.
120,100100409202500120,202500120,2025-01-08,2312,409,4,2,4,12,2,20,2025-01-08T00:00:00,2025-01-09T15:00:00,2025-01-08T00:00:00,14.272587,78.283489,Case registered at Chitradurga PS 6 regarding public nuisance. Investigation ongoing under IO Samesh.
121,100220814202400121,202400121,2024-09-10,982,814,3,2,2,4,1,44,2024-09-10T00:00:00,2024-09-11T22:00:00,2024-09-10T00:00:00,12.52962,75.692537,Case registered at Mysuru PS 7 regarding theft. Investigation ongoing under IO Waida.
122,100220846202400122,202400122,2024-03-26,428,846,1,2,4,11,4,43,2024-03-26T00:00:00,2024-03-27T23:00:00,2024-03-26T00:00:00,11.803916,76.969836,Case registered at Mysuru PS 39 regarding gambling. Investigation ongoing under IO Nilima.
123,100250944202400123,202400123,2024-06-15,200,944,1,2,6,16,1,49,2024-06-15T00:00:00,2024-06-16T18:00:00,2024-06-15T00:00:00,15.971148,74.752563,Case registered at Shivamogga PS 22 regarding identity theft. Investigation ongoing under IO Vrinda.
124,100311100202300124,202300124,2023-05-09,187,1100,1,2,3,9,1,61,2023-05-09T00:00:00,2023-05-10T23:00:00,2023-05-09T00:00:00,14.890146,77.139125,Case registered at Vijayanagara PS 4 regarding dowry harassment. Investigation ongoing under IO Advik.
125,100180709202400125,202400125,2024-12-19,721,709,2,2,5,14,4,35,2024-12-19T00:00:00,2024-12-20T23:00:00,2024-12-19T00:00:00,15.686345,74.85784,Case registered at Kodagu PS 18 regarding criminal breach of trust. Investigation ongoing under IO Vamakshi.
126,100260971202400126,202400126,2024-03-30,929,971,2,2,2,5,2,51,2024-03-30T00:00:00,2024-03-31T07:00:00,2024-03-30T00:00:00,15.049476,78.471167,Case registered at Tumakuru PS 20 regarding robbery. Investigation ongoing under IO Oni.
127,100090375202300127,202300127,2023-07-03,1074,375,4,2,4,12,2,18,2023-07-03T00:00:00,2023-07-03T21:00:00,2023-07-03T00:00:00,16.899585,76.200991,Case registered at Chikkamagaluru PS 1 regarding public nuisance. Investigation ongoing under IO Aarna.
128,100090378202400128,202400128,2024-01-01,750,378,2,1,3,9,3,18,2024-01-01T00:00:00,2024-01-02T01:00:00,2024-01-01T00:00:00,13.035232,77.018013,Case registered at Chikkamagaluru PS 4 regarding dowry harassment. Investigation ongoing under IO Odika.
129,100050250202600129,202600129,2026-02-24,1579,250,1,1,1,3,1,9,2026-02-24T00:00:00,2026-02-25T02:00:00,2026-02-24T00:00:00,15.059282,75.319389,Case registered at Bengaluru Urban PS 78 regarding grievous hurt. Investigation ongoing under IO Vivaan.
130,100140549202300130,202300130,2023-05-28,1352,549,1,2,6,16,2,27,2023-05-28T00:00:00,2023-05-29T13:00:00,2023-05-28T00:00:00,15.473113,77.084416,Case registered at Gadag PS 2 regarding identity theft. Investigation ongoing under IO Nilima.
131,100281017202300131,202300131,2023-07-16,614,1017,1,2,6,15,1,55,2023-07-16T00:00:00,2023-07-17T04:00:00,2023-07-16T00:00:00,15.486701,77.45873,Case registered at Uttara Kannada PS 8 regarding online fraud. Investigation ongoing under IO Bimala.
132,100090380202300132,202300132,2023-09-28,1886,380,1,2,4,11,4,18,2023-09-28T00:00:00,2023-09-28T16:00:00,2023-09-28T00:00:00,16.011489,75.93364,Case registered at Chikkamagaluru PS 6 regarding gambling. Investigation ongoing under IO Anika.
133,100170686202400133,202400133,2024-01-08,650,686,1,2,2,4,1,33,2024-01-08T00:00:00,2024-01-08T23:00:00,2024-01-08T00:00:00,13.993415,74.108187,Case registered at Kalaburagi PS 52 regarding theft. Investigation ongoing under IO Urmi.
134,100240918202600134,202600134,2026-04-29,825,918,1,2,3,8,2,48,2026-04-29T00:00:00,2026-04-29T17:00:00,2026-04-29T00:00:00,14.501087,78.556795,Case registered at Ramanagara PS 25 regarding domestic violence. Investigation ongoing under IO Gagan.
135,100190734202300135,202300135,2023-10-09,1316,734,1,2,4,11,1,38,2023-10-09T00:00:00,2023-10-09T12:00:00,2023-10-09T00:00:00,15.636238,77.307473,Case registered at Kolar PS 14 regarding gambling. Investigation ongoing under IO Harshil.
136,100150599202400136,202400136,2024-03-29,1251,599,1,2,3,8,2,30,2024-03-29T00:00:00,2024-03-29T16:00:00,2024-03-29T00:00:00,15.471821,76.776011,Case registered at Hassan PS 23 regarding domestic violence. Investigation ongoing under IO Ekani.
137,100301092202500137,202500137,2025-12-05,425,1092,1,1,3,8,4,60,2025-12-05T00:00:00,2025-12-05T08:00:00,2025-12-05T00:00:00,12.477804,77.179851,Case registered at Yadgir PS 25 regarding domestic violence. Investigation ongoing under IO Orinder.
138,100110458202600138,202600138,2026-03-06,1458,458,1,2,1,1,1,21,2026-03-06T00:00:00,2026-03-06T22:00:00,2026-03-06T00:00:00,12.987473,77.973362,Case registered at Dakshina Kannada PS 26 regarding murder. Investigation ongoing under IO Peter.
139,100090388202400139,202400139,2024-06-15,907,388,1,2,4,12,1,17,2024-06-15T00:00:00,2024-06-15T04:00:00,2024-06-15T00:00:00,17.954932,76.533358,Case registered at Chikkamagaluru PS 14 regarding public nuisance. Investigation ongoing under IO Jhalak.
140,100220852202500140,202500140,2025-10-30,2213,852,2,2,6,16,3,43,2025-10-30T00:00:00,2025-10-31T18:00:00,2025-10-30T00:00:00,15.354749,78.14739,Case registered at Mysuru PS 45 regarding identity theft. Investigation ongoing under IO Aishani.
141,100140575202500141,202500141,2025-05-14,1380,575,1,2,2,7,3,27,2025-05-14T00:00:00,2025-05-14T10:00:00,2025-05-14T00:00:00,12.952998,74.613992,Case registered at Gadag PS 28 regarding vehicle theft. Investigation ongoing under IO Alexander.
142,100260960202500142,202500142,2025-06-22,1753,960,1,2,6,15,3,52,2025-06-22T00:00:00,2025-06-23T04:00:00,2025-06-22T00:00:00,17.94314,74.049248,Case registered at Tumakuru PS 9 regarding online fraud. Investigation ongoing under IO Darsh.
143,100050270202300143,202300143,2023-04-06,2382,270,1,1,3,9,3,9,2023-04-06T00:00:00,2023-04-06T11:00:00,2023-04-06T00:00:00,12.217895,77.301417,Case registered at Bengaluru Urban PS 98 regarding dowry harassment. Investigation ongoing under IO Frederick.
144,100030103202500144,202500144,2025-03-02,2199,103,1,2,5,13,3,6,2025-03-02T00:00:00,2025-03-03T17:00:00,2025-03-02T00:00:00,12.647786,77.117136,Case registered at Belagavi PS 17 regarding cheating. Investigation ongoing under IO Simon.
145,100150578202400145,202400145,2024-06-05,1014,578,3,2,6,15,2,29,2024-06-05T00:00:00,2024-06-05T05:00:00,2024-06-05T00:00:00,14.669313,77.539336,Case registered at Hassan PS 2 regarding online fraud. Investigation ongoing under IO Vasudha.
146,100110462202600146,202600146,2026-05-10,1032,462,1,2,1,3,3,21,2026-05-10T00:00:00,2026-05-10T08:00:00,2026-05-10T00:00:00,15.667608,77.382006,Case registered at Dakshina Kannada PS 30 regarding grievous hurt. Investigation ongoing under IO Odika.
147,100200772202400147,202400147,2024-10-18,1567,772,1,2,3,10,3,39,2024-10-18T00:00:00,2024-10-18T01:00:00,2024-10-18T00:00:00,17.779647,77.404174,Case registered at Koppal PS 23 regarding sexual assault. Investigation ongoing under IO Vamakshi.
148,100090389202500148,202500148,2025-07-06,1628,389,1,2,5,13,2,17,2025-07-06T00:00:00,2025-07-08T00:00:00,2025-07-06T00:00:00,12.687717,78.037181,Case registered at Chikkamagaluru PS 15 regarding cheating. Investigation ongoing under IO Reva.
149,100070323202300149,202300149,2023-11-06,1682,323,1,1,1,1,1,13,2023-11-06T00:00:00,2023-11-07T19:00:00,2023-11-06T00:00:00,15.621604,75.452701,Case registered at Chamarajanagar PS 7 regarding murder. Investigation ongoing under IO Jacob.
150,100110457202600150,202600150,2026-01-07,2190,457,2,1,1,1,3,21,2026-01-07T00:00:00,2026-01-08T18:00:00,2026-01-07T00:00:00,16.389733,74.722356,Case registered at Dakshina Kannada PS 25 regarding murder. Investigation ongoing under IO Amaira.
151,100311101202300151,202300151,2023-04-30,4,1101,1,2,3,8,1,62,2023-04-30T00:00:00,2023-05-01T08:00:00,2023-04-30T00:00:00,12.808097,78.269116,Case registered at Vijayanagara PS 5 regarding domestic violence. Investigation ongoing under IO Girik.
152,100020036202400152,202400152,2024-09-17,1037,36,1,1,1,2,2,3,2024-09-17T00:00:00,2024-09-18T09:00:00,2024-09-17T00:00:00,13.513551,76.233749,Case registered at Ballari PS 7 regarding attempt to murder. Investigation ongoing under IO Bakhshi.
153,100010005202300153,202300153,2023-05-08,2209,5,1,2,2,5,1,2,2023-05-08T00:00:00,2023-05-08T21:00:00,2023-05-08T00:00:00,12.882154,74.443261,Case registered at Bagalkot PS 5 regarding robbery. Investigation ongoing under IO Rachita.
154,100080351202600154,202600154,2026-03-02,2188,351,2,2,1,1,3,15,2026-03-02T00:00:00,2026-03-02T16:00:00,2026-03-02T00:00:00,17.193918,77.478918,Case registered at Chikkaballapur PS 6 regarding murder. Investigation ongoing under IO Warda.
155,100090389202300155,202300155,2023-11-14,925,389,1,2,2,5,3,17,2023-11-14T00:00:00,2023-11-15T09:00:00,2023-11-14T00:00:00,12.274216,76.486596,Case registered at Chikkamagaluru PS 15 regarding robbery. Investigation ongoing under IO Arjun.
156,100220840202300156,202300156,2023-08-28,1444,840,1,2,5,13,4,44,2023-08-28T00:00:00,2023-08-28T16:00:00,2023-08-28T00:00:00,15.540977,76.452909,Case registered at Mysuru PS 33 regarding cheating. Investigation ongoing under IO Sai.
157,100180704202400157,202400157,2024-10-29,37,704,1,2,3,10,3,36,2024-10-29T00:00:00,2024-10-30T15:00:00,2024-10-29T00:00:00,17.628842,76.664925,Case registered at Kodagu PS 13 regarding sexual assault. Investigation ongoing under IO Yashica.
158,100250947202400158,202400158,2024-05-11,845,947,1,2,4,12,2,49,2024-05-11T00:00:00,2024-05-12T14:00:00,2024-05-11T00:00:00,18.381242,75.34765,Case registered at Shivamogga PS 25 regarding public nuisance. Investigation ongoing under IO Ishita.
159,100090390202300159,202300159,2023-03-26,2258,390,1,2,3,10,1,18,2023-03-26T00:00:00,2023-03-26T07:00:00,2023-03-26T00:00:00,13.380998,77.931208,Case registered at Chikkamagaluru PS 16 regarding sexual assault. Investigation ongoing under IO Turvi.
160,100210800202500160,202500160,2025-04-05,833,800,1,2,5,14,1,42,2025-04-05T00:00:00,2025-04-05T17:00:00,2025-04-05T00:00:00,14.234337,74.44662,Case registered at Mandya PS 22 regarding criminal breach of trust. Investigation ongoing under IO Yoshita.
161,100120517202300161,202300161,2023-09-27,1405,517,1,2,1,2,4,24,2023-09-27T00:00:00,2023-09-27T20:00:00,2023-09-27T00:00:00,17.165801,75.721436,Case registered at Davanagere PS 28 regarding attempt to murder. Investigation ongoing under IO Brijesh.
162,100150604202500162,202500162,2025-06-19,1593,604,2,1,3,9,1,30,2025-06-19T00:00:00,2025-06-20T15:00:00,2025-06-19T00:00:00,16.256193,75.498129,Case registered at Hassan PS 28 regarding dowry harassment. Investigation ongoing under IO Libni.
163,100050188202300163,202300163,2023-05-20,587,188,3,2,4,11,2,10,2023-05-20T00:00:00,2023-05-20T18:00:00,2023-05-20T00:00:00,14.963644,75.957754,Case registered at Bengaluru Urban PS 16 regarding gambling. Investigation ongoing under IO David.
164,100190744202400164,202400164,2024-09-23,1103,744,1,2,3,9,2,38,2024-09-23T00:00:00,2024-09-23T10:00:00,2024-09-23T00:00:00,15.942674,75.640461,Case registered at Kolar PS 24 regarding dowry harassment. Investigation ongoing under IO Damyanti.
165,100080374202500165,202500165,2025-05-24,2073,374,3,2,5,14,2,15,2025-05-24T00:00:00,2025-05-24T23:00:00,2025-05-24T00:00:00,17.122178,76.561355,Case registered at Chikkaballapur PS 29 regarding criminal breach of trust. Investigation ongoing under IO Zashil.
166,100260980202400166,202400166,2024-01-21,359,980,1,2,4,12,3,52,2024-01-21T00:00:00,2024-01-22T14:00:00,2024-01-21T00:00:00,16.647686,78.294171,Case registered at Tumakuru PS 29 regarding public nuisance. Investigation ongoing under IO Hardik.
167,100020060202300167,202300167,2023-03-17,1965,60,1,2,5,14,1,3,2023-03-17T00:00:00,2023-03-18T20:00:00,2023-03-17T00:00:00,15.212784,75.076182,Case registered at Ballari PS 31 regarding criminal breach of trust. Investigation ongoing under IO Champak.
168,100271005202400168,202400168,2024-11-03,2130,1005,1,2,5,14,1,53,2024-11-03T00:00:00,2024-11-03T10:00:00,2024-11-03T00:00:00,17.329592,74.236174,Case registered at Udupi PS 25 regarding criminal breach of trust. Investigation ongoing under IO Aahana.
169,100170674202300169,202300169,2023-07-22,2034,674,2,2,2,7,3,33,2023-07-22T00:00:00,2023-07-23T10:00:00,2023-07-22T00:00:00,15.156892,75.799606,Case registered at Kalaburagi PS 40 regarding vehicle theft. Investigation ongoing under IO Shaurya.
170,100170690202600170,202600170,2026-03-26,2347,690,1,2,1,3,2,33,2026-03-26T00:00:00,2026-03-27T13:00:00,2026-03-26T00:00:00,17.267083,76.048356,Case registered at Kalaburagi PS 56 regarding grievous hurt. Investigation ongoing under IO Abdul.
171,100010025202400171,202400171,2024-10-14,82,25,1,2,6,16,3,1,2024-10-14T00:00:00,2024-10-15T14:00:00,2024-10-14T00:00:00,12.428652,75.109203,Case registered at Bagalkot PS 25 regarding identity theft. Investigation ongoing under IO Dipta.
172,100301096202300172,202300172,2023-07-26,175,1096,3,2,6,15,1,59,2023-07-26T00:00:00,2023-07-27T22:00:00,2023-07-26T00:00:00,17.579373,75.37695,Case registered at Yadgir PS 29 regarding online fraud. Investigation ongoing under IO William.
173,100230882202300173,202300173,2023-07-05,353,882,1,2,3,9,3,46,2023-07-05T00:00:00,2023-07-06T08:00:00,2023-07-05T00:00:00,17.178797,75.10128,Case registered at Raichur PS 18 regarding dowry harassment. Investigation ongoing under IO Darsh.
174,100070325202600174,202600174,2026-01-20,1679,325,1,2,6,16,1,13,2026-01-20T00:00:00,2026-01-21T01:00:00,2026-01-20T00:00:00,13.6059,76.397704,Case registered at Chamarajanagar PS 9 regarding identity theft. Investigation ongoing under IO Waida.
175,100100428202500175,202500175,2025-05-14,1079,428,1,2,5,13,2,20,2025-05-14T00:00:00,2025-05-15T14:00:00,2025-05-14T00:00:00,14.682356,76.432795,Case registered at Chitradurga PS 25 regarding cheating. Investigation ongoing under IO Aditya.
176,100140553202400176,202400176,2024-10-17,972,553,2,2,3,8,3,28,2024-10-17T00:00:00,2024-10-17T09:00:00,2024-10-17T00:00:00,15.255936,78.106681,Case registered at Gadag PS 6 regarding domestic violence. Investigation ongoing under IO Avni.
177,100301071202300177,202300177,2023-05-14,1816,1071,1,2,2,7,3,60,2023-05-14T00:00:00,2023-05-14T15:00:00,2023-05-14T00:00:00,18.140244,75.023246,Case registered at Yadgir PS 4 regarding vehicle theft. Investigation ongoing under IO Guneet.
178,100050262202500178,202500178,2025-03-21,1074,262,1,2,3,8,1,9,2025-03-21T00:00:00,2025-03-21T06:00:00,2025-03-21T00:00:00,17.464024,75.070161,Case registered at Bengaluru Urban PS 90 regarding domestic violence. Investigation ongoing under IO Aarna.
179,100200761202400179,202400179,2024-05-06,244,761,3,2,6,15,2,40,2024-05-06T00:00:00,2024-05-06T10:00:00,2024-05-06T00:00:00,12.271777,76.917742,Case registered at Koppal PS 12 regarding online fraud. Investigation ongoing under IO Arunima.
180,100301077202500180,202500180,2025-06-02,206,1077,1,2,4,11,2,59,2025-06-02T00:00:00,2025-06-03T18:00:00,2025-06-02T00:00:00,15.313856,76.063794,Case registered at Yadgir PS 10 regarding gambling. Investigation ongoing under IO Damini.
181,100250945202400181,202400181,2024-03-18,142,945,1,2,1,1,3,49,2024-03-18T00:00:00,2024-03-19T11:00:00,2024-03-18T00:00:00,12.689684,74.502123,Case registered at Shivamogga PS 23 regarding murder. Investigation ongoing under IO Abdul.
182,100050228202600182,202600182,2026-03-12,1863,228,1,2,1,2,1,9,2026-03-12T00:00:00,2026-03-12T10:00:00,2026-03-12T00:00:00,14.368024,78.522952,Case registered at Bengaluru Urban PS 56 regarding attempt to murder. Investigation ongoing under IO Tara.
183,100140553202300183,202300183,2023-06-18,2390,553,1,2,6,15,1,28,2023-06-18T00:00:00,2023-06-18T12:00:00,2023-06-18T00:00:00,17.025287,76.182518,Case registered at Gadag PS 6 regarding online fraud. Investigation ongoing under IO Arjun.
184,100050227202400184,202400184,2024-10-16,700,227,4,2,5,13,3,10,2024-10-16T00:00:00,2024-10-17T23:00:00,2024-10-16T00:00:00,18.354901,77.234346,Case registered at Bengaluru Urban PS 55 regarding cheating. Investigation ongoing under IO Geetika.
